id_group, bary_x, bary_y,bary_convex_x,bary_convex_y, speed_bary_x, speed_bary_y, popu_group, nb_group, plus-proche, time
22,355.75943,301.79706,355.75943,301.79706,-1.9920269,0.1784056,1,97,103,8
24,723.3059,358.76703,723.3059,358.76703,-1.3641758,1.3408461,2,97,67,8
27,454.04156,688.9399,454.04156,688.9399,1.4844284,0.041584253,2,97,7,8
28,387.08417,240.59303,387.08417,240.59303,1.0605662,-0.40451214,1,97,41,8
29,236.1936,203.87393,236.1936,203.87393,1.9638985,0.37828884,1,97,81,8
30,377.6101,177.05016,377.6101,177.05016,-1.1530863,1.0263863,2,97,96,8
31,246.06006,426.20007,246.06006,426.20007,1.3137307,0.6933546,1,97,82,8
32,32.481518,231.93863,32.481518,231.93863,-0.6012547,-1.4011331,2,97,49,8
33,321.76242,803.1294,321.76242,803.1294,-0.28499407,1.0669874,1,97,87,8
34,677.7509,125.12379,677.7509,125.12379,-0.9835596,-0.6303601,1,97,90,8
35,531.4437,619.20605,531.4437,619.20605,0.9929274,1.3063533,2,97,4,8
36,510.7324,72.05868,510.7324,72.05868,1.0152608,-1.0043194,1,97,47,8
37,764.1172,680.84644,764.1172,680.84644,1.8812056,0.23838784,2,97,72,8
38,212.34941,42.886093,212.34941,42.886093,-1.1024805,1.4564257,1,97,12,8
39,879.8445,214.36487,879.8445,214.36487,-1.2762358,0.24133646,2,97,58,8
40,453.38248,62.94049,453.38248,62.94049,1.4838276,1.1364553,1,97,36,8
41,363.31207,235.90628,363.31207,235.90628,-0.03546843,-1.665291,2,97,28,8
45,822.10046,546.1609,822.10046,546.1609,0.58756554,-1.3270775,1,97,65,8
46,140.80077,525.07666,140.80077,525.07666,-0.008346032,-1.6440902,3,97,52,8
47,503.39746,124.61707,503.39746,124.61707,-0.6871122,1.2351091,1,97,36,8
48,248.20438,791.16943,248.20438,791.16943,0.50311077,-1.7178937,2,97,87,8
49,59.49348,302.6106,59.49348,302.6106,0.13689867,1.2640477,1,97,9,8
52,126.52326,535.4922,126.52326,535.4922,1.0043964,0.9691813,1,97,46,8
53,411.8139,404.96423,411.8139,404.96423,-1.6973423,-1.0578418,1,97,56,8
54,569.2162,345.5323,569.2162,345.5323,-1.2104263,-0.65924394,2,97,70,8
55,685.6018,27.628933,685.6018,27.628933,-0.85784715,-0.7937026,2,97,116,8
56,358.71524,405.31418,358.71524,405.31418,0.35954815,1.9674159,1,97,53,8
57,880.26117,426.69812,880.26117,426.69812,-0.27146882,0.124691844,2,97,62,8
58,842.89844,141.85915,842.89844,141.85915,-1.4924563,1.3300505,1,97,39,8
59,788.4477,817.9184,788.4477,817.9184,1.3723352,0.91648716,1,97,69,8
60,207.61203,617.88385,207.61203,617.88385,1.7821174,-0.90777624,1,97,1,8
61,626.2362,427.13284,626.2362,427.13284,-0.9781971,1.5355175,2,97,20,8
62,795.77057,345.02975,795.77057,345.02975,-0.7554723,-1.8518265,1,97,24,8
63,125.215996,741.4385,125.215996,741.4385,-0.19638881,-1.9903345,1,97,91,8
64,33.79399,6.83482,33.79399,6.83482,0.8811514,-0.14833167,2,97,80,8
65,785.2143,552.1126,785.2143,552.1126,1.3894589,0.89178836,1,97,45,8
66,843.249,22.213875,843.249,22.213875,-0.041435666,1.9018927,1,97,58,8
67,689.7286,294.8116,689.7286,294.8116,0.2288261,-1.4712714,1,97,68,8
68,691.5731,290.73483,691.5731,290.73483,-0.50428176,1.537581,1,97,67,8
69,810.5506,799.7471,810.5506,799.7471,-0.24112117,1.7136109,1,97,59,8
70,541.17487,350.9761,544.71545,349.06985,1.1130183,-1.1672595,4,97,54,8
71,140.77493,251.3752,140.77493,251.3752,-0.778482,1.4688095,1,97,81,8
72,826.80536,686.5841,826.80536,686.5841,1.2039007,-1.597067,1,97,37,8
73,586.5014,751.2641,586.5014,751.2641,-0.5885807,-1.4215966,1,97,88,8
74,320.96048,651.29504,320.96048,651.29504,1.1932478,-1.1972829,2,97,19,8
75,788.01575,891.6056,788.01575,891.6056,-0.9663212,0.9966212,1,97,59,8
76,392.6077,126.45667,392.6077,126.45667,-1.2562479,-0.45661736,1,97,96,8
78,591.81146,632.9103,591.81146,632.9103,-0.062397704,-1.3177233,2,97,4,8
80,144.03058,20.823019,144.03058,20.823019,1.7488937,-0.49576485,1,97,38,8
81,193.56993,265.48148,193.56993,265.48148,-0.6148217,-1.9031538,1,97,71,8
82,250.467,393.4712,250.467,393.4712,-0.44587976,-1.2901154,1,97,31,8
83,588.4597,496.15558,588.4597,496.15558,-1.7257085,-0.026179243,1,97,20,8
84,673.13257,770.60956,673.13257,770.60956,-0.3116216,1.4578121,1,97,88,8
85,583.4933,689.6309,583.4933,689.6309,0.36533704,1.2411226,1,97,78,8
86,896.55505,306.91815,896.55505,306.91815,-0.9930451,1.5834652,1,97,39,8
87,320.13486,799.3737,320.13486,799.3737,1.0610987,-0.30386263,1,97,33,8
88,638.4613,764.6238,638.4613,764.6238,1.3261977,-0.79850125,1,97,84,8
89,313.82996,8.18915,313.82996,8.18915,-1.3094288,1.294294,1,97,38,8
90,625.9835,142.7833,625.9835,142.7833,-0.52974546,1.5771136,2,97,34,8
91,104.84527,689.4419,104.84527,689.4419,1.9681045,-0.35575947,1,97,63,8
92,684.09015,515.9078,684.09015,515.9078,0.048799355,1.9994047,1,97,83,8
93,226.87743,466.42657,226.87743,466.42657,-0.362501,1.3855344,1,97,31,8
94,88.72519,893.3006,88.72519,893.3006,-1.4509435,0.052199297,1,97,109,8
95,757.8418,255.99614,757.8418,255.99614,-1.8363897,-0.7922582,1,97,68,8
96,378.24335,158.68423,378.24335,158.68423,1.4852865,-0.21459284,1,97,30,8
99,137.43584,110.98145,137.43584,110.98145,0.17239505,1.9925562,1,97,12,8
100,656.1485,245.90529,656.1485,245.90529,1.4853594,1.3392936,1,97,68,8
103,312.38937,275.08072,312.38937,275.08072,-1.3169917,-1.3550477,1,97,22,8
104,746.0989,112.935905,751.23157,112.02898,0.695993,-1.5087287,4,97,34,8
105,453.88788,827.806,453.88788,827.806,1.8503076,0.20147619,3,97,107,8
106,103.54883,813.5421,103.54883,813.5421,-1.9017031,0.060806304,2,97,63,8
107,421.28976,899.09814,421.28976,899.09814,-1.5274851,-0.37195244,1,97,105,8
109,28.60955,869.50793,28.60955,869.50793,-0.7997389,0.93293303,2,97,94,8
112,68.91094,389.65607,68.91094,389.65607,-0.4840401,-1.3272295,1,97,117,8
116,613.59973,13.837809,613.59973,13.837809,1.059247,-0.5022169,2,97,55,8
117,67.26793,400.22836,67.26793,400.22836,1.0134249,-1.0728701,1,97,112,8
124,321.7667,536.5618,321.76672,536.5618,-0.6903645,-1.2742416,4,97,74,8
125,513.2951,704.54517,513.2951,704.54517,-0.9086948,1.602669,1,97,7,8
126,695.3697,842.96594,695.3697,842.96594,-1.2035828,-0.21398628,4,97,84,8
1,171.34064,677.08044,171.34064,677.08044,-1.847472,0.47735578,1,99,91,9
2,46.480198,738.4047,46.480198,738.4047,0.54334825,1.4396639,2,99,91,9
3,306.56412,123.42273,306.56412,123.42273,-0.34205344,-1.9705328,1,99,96,9
4,544.278,609.07605,544.278,609.07605,-0.8230635,0.97896934,1,99,35,9
5,485.1601,463.39362,485.1601,463.39362,1.6015629,-0.8019004,3,99,20,9
6,760.5006,440.57236,760.5006,440.57236,1.5687034,-0.8036963,2,99,24,9
7,496.95667,727.93225,496.95667,727.93225,-0.21256337,-1.7045581,1,99,125,9
8,439.03204,565.105,439.03204,565.105,1.1070995,1.5793606,2,99,131,9
9,96.536865,284.2694,96.536865,284.2694,-0.39327186,-1.5143715,2,99,49,9
10,9.116996,588.87854,9.116996,588.87854,0.021876216,-0.90026665,2,99,52,9
11,897.0417,837.61066,897.0417,837.61066,-1.4494355,0.93602145,1,99,69,9
12,221.32228,93.349335,221.32228,93.349335,-1.1665612,-1.6245414,1,99,38,9
13,23.650543,451.01074,25.452028,450.82727,0.28141105,0.5814084,5,99,117,9
16,456.4052,339.15555,456.4052,339.15555,-0.9737025,-1.0821129,2,99,53,9
17,197.47105,887.2717,197.47105,887.2717,-0.15953422,-0.013518453,2,99,94,9
18,488.64725,236.8022,488.64725,236.8022,1.2873406,-1.5306058,1,99,28,9
19,367.8177,727.4006,367.8177,727.4005,-1.408231,-0.5459226,4,99,87,9
20,574.27905,460.29938,574.27905,460.29938,1.1641393,1.3815264,1,99,83,9
22,353.7674,301.97546,353.7674,301.97546,-1.9920269,0.1784056,1,99,103,9
24,721.9486,360.11392,721.9486,360.11392,-1.3573083,1.3468771,2,99,67,9
27,463.77448,715.18774,463.77448,715.18774,1.5710669,-0.62638205,1,99,7,9
28,388.03394,240.18736,388.03394,240.18736,0.94975924,-0.40567186,1,99,41,9
29,238.1575,204.25223,238.1575,204.25223,1.9638985,0.37828884,1,99,81,9
30,376.4768,178.01797,376.4768,178.01797,-1.1332986,0.96782666,2,99,96,9
31,247.27438,426.88995,247.27438,426.88995,1.2143236,0.6898765,1,99,82,9
32,32.01009,230.49991,32.01009,230.49991,-0.47142625,-1.4387155,2,99,49,9
33,321.51462,804.1274,321.51462,804.1274,-0.24778914,0.9980063,1,99,87,9
34,676.7646,124.49922,676.7646,124.49922,-0.9863247,-0.6245684,1,99,90,9
35,532.40137,620.50714,532.40137,620.50714,0.9576465,1.3010486,2,99,4,9
36,511.74765,71.05436,511.74765,71.05436,1.0152608,-1.0043194,1,99,47,9
37,765.99817,681.0812,765.99817,681.0812,1.8809454,0.23473084,2,99,72,9
38,211.33458,44.390667,211.33458,44.390667,-1.0148349,1.5045738,1,99,12,9
39,878.57495,214.63162,878.57495,214.63162,-1.2695355,0.26676252,2,99,58,9
40,454.7987,64.15063,454.7987,64.15063,1.4162185,1.2101371,1,99,36,9
41,363.24957,234.26547,363.24957,234.26547,-0.062500365,-1.6408045,2,99,28,9
45,822.6667,544.9064,822.6667,544.9064,0.5662074,-1.2545465,1,99,65,9
46,140.81013,523.45276,140.81013,523.45276,0.009367801,-1.623894,3,99,52,9
47,502.71036,125.85218,502.71036,125.85218,-0.6871122,1.2351091,1,99,36,9
48,248.74902,789.46906,248.74902,789.46906,0.5446416,-1.700401,2,99,87,9
49,59.7211,303.79938,59.7211,303.79938,0.2276205,1.1887673,1,99,9,9
52,127.482254,536.31946,127.482254,536.31946,0.9589946,0.8272711,1,99,46,9
53,415.62442,369.65176,415.62442,369.65176,-1.6359549,-0.48197022,2,99,16,9
54,568.1034,344.84647,568.1034,344.84647,-1.1128409,-0.68583894,2,99,130,9
55,684.8511,26.848907,684.8511,26.848907,-0.75073636,-0.7800261,2,99,116,9
56,359.0748,407.2816,359.0748,407.2816,0.35954815,1.9674159,1,99,53,9
57,879.9617,426.8545,879.9617,426.8545,-0.2995088,0.15635216,2,99,62,9
58,841.36426,143.14223,841.36426,143.14223,-1.5341835,1.2830749,1,99,39,9
59,789.7819,818.81213,789.7819,818.81213,1.3342412,0.8937276,1,99,69,9
60,209.39415,616.9761,209.39415,616.9761,1.7821174,-0.90777624,1,99,1,9
61,625.244,428.65356,625.244,428.65356,-0.9921762,1.5207212,2,99,20,9
62,795.0151,343.17792,795.0151,343.17792,-0.7554723,-1.8518265,1,99,24,9
63,125.01961,739.4481,125.01961,739.4481,-0.19638881,-1.9903345,1,99,91,9
64,34.729797,6.779774,34.729797,6.779774,0.935805,-0.055045515,2,99,80,9
65,786.61414,552.9099,786.61414,552.9099,1.3998537,0.79728997,1,99,45,9
66,843.1078,24.109192,843.1078,24.109192,-0.14121917,1.8953162,1,99,58,9
67,689.973,293.41107,689.973,293.41107,0.2444244,-1.4005513,1,99,68,9
68,691.05457,292.1948,691.05457,292.1948,-0.51854694,1.4599535,1,99,67,9
69,810.3092,801.4316,810.3092,801.4316,-0.24142176,1.6845,1,99,59,9
71,139.94533,252.77196,139.94533,252.77196,-0.82960206,1.3967538,1,99,9,9
72,828.0093,684.98706,828.0093,684.98706,1.2039007,-1.597067,1,99,37,9
73,585.91284,749.8425,585.91284,749.8425,-0.5885807,-1.4215966,1,99,88,9
74,322.1099,650.07446,322.1099,650.07446,1.1494086,-1.2205194,2,99,19,9
75,787.07495,892.5055,787.07495,892.5055,-0.9408215,0.899927,1,99,59,9
76,391.39157,126.09013,391.39157,126.09013,-1.2161392,-0.3665362,1,99,96,9
78,591.72845,631.6828,591.72845,631.6828,-0.08299549,-1.2274327,2,99,4,9
80,145.79132,20.42655,145.79132,20.42655,1.760742,-0.39646924,1,99,38,9
81,192.95511,263.5783,192.95511,263.5783,-0.6148217,-1.9031538,1,99,71,9
82,250.05962,392.267,250.05962,392.267,-0.40738583,-1.2041806,1,99,31,9
83,586.8022,496.10834,586.8022,496.10834,-1.6575185,-0.047245435,1,99,20,9
84,672.8186,771.9918,672.8186,771.9918,-0.31397814,1.3822787,1,99,88,9
85,583.8762,690.77423,583.8762,690.77423,0.38295344,1.1433222,1,99,73,9
86,895.47656,308.44965,895.47656,308.44965,-1.0784873,1.5315071,1,99,39,9
87,321.0699,799.0164,321.0699,799.0164,0.93503803,-0.35729903,1,99,33,9
88,639.7834,763.91174,639.7834,763.91174,1.3220911,-0.71203727,1,99,84,9
89,312.59918,9.545195,312.59918,9.545195,-1.2307721,1.3560445,1,99,38,9
90,625.46155,144.31758,625.46155,144.31758,-0.5219395,1.5342882,2,99,34,9
91,106.81337,689.0861,106.81337,689.0861,1.9681045,-0.35575947,1,99,63,9
92,684.139,517.90717,684.139,517.90717,0.048799355,1.9994047,1,99,83,9
93,226.58281,467.75647,226.58281,467.75647,-0.2946227,1.3298879,1,99,31,9
94,87.350044,893.2876,87.350044,893.2876,-1.3751473,-0.013030708,1,99,109,9
95,756.00543,255.20389,756.00543,255.20389,-1.8363897,-0.7922582,1,99,68,9
96,379.6395,158.54202,379.6395,158.54202,1.3961428,-0.14220574,1,99,30,9
99,137.60823,112.97401,137.60823,112.97401,0.17239505,1.9925562,1,99,12,9
100,657.63385,247.24458,657.63385,247.24458,1.4853594,1.3392936,1,99,68,9
103,311.0696,273.74667,311.0696,273.74667,-1.3197503,-1.3340536,1,99,22,9
104,746.777,111.42225,751.94824,110.52948,0.6781572,-1.5136651,4,99,34,9
105,455.7304,827.9751,455.7304,827.9751,1.8425329,0.16906223,3,99,107,9
106,101.673996,813.6445,101.673996,813.6445,-1.8748337,0.102375865,2,99,63,9
107,419.78894,898.6298,419.78894,898.6298,-1.5008358,-0.4683361,1,99,105,9
109,27.89058,870.3783,27.89058,870.3783,-0.7189709,0.87037313,2,99,94,9
112,68.61736,388.33142,68.61736,388.33142,-0.2935772,-1.3246522,1,99,117,9
116,614.6446,13.429014,614.6446,13.429014,1.0448667,-0.4087948,2,99,55,9
117,68.35658,399.2632,68.35658,399.2632,1.0886542,-0.9651612,1,99,112,9
124,325.6055,552.26587,325.6055,552.26587,-0.38835335,-1.4083625,2,99,129,9
125,512.34607,706.1064,512.34607,706.1064,-0.94903594,1.5611918,1,99,7,9
128,694.1746,842.70734,694.1747,842.7073,-1.1950343,-0.25860882,4,99,84,9
129,316.5592,518.3378,316.5592,518.3378,-0.9803435,-1.1116387,2,99,124,9
130,542.22595,349.78864,545.71094,347.93198,1.0510889,-1.1874809,4,99,54,9
131,447.1316,662.73376,447.1316,662.73376,1.2518308,0.6681536,1,99,27,9
1,169.49316,677.5578,169.49316,677.5578,-1.847472,0.47735578,1,97,91,10
2,47.13657,739.8068,47.13657,739.8068,0.65637076,1.402097,2,97,63,10
3,306.22208,121.452194,306.22208,121.452194,-0.34205344,-1.9705328,1,97,96,10
4,543.5992,610.0631,543.5992,610.0631,-0.6788076,0.9870876,1,97,35,10
5,486.7798,462.58936,486.7798,462.58936,1.6197152,-0.804237,3,97,20,10
6,762.0592,439.77826,762.0592,439.77826,1.5586379,-0.79409426,2,97,24,10
7,496.71262,726.26904,496.71262,726.26904,-0.2440469,-1.6632228,1,97,125,10
8,440.1405,566.6538,440.1405,566.6538,1.108464,1.5488884,2,97,131,10
9,96.13429,282.79498,96.13429,282.79498,-0.4025665,-1.4744561,2,97,49,10
10,9.217058,587.95374,9.217058,587.95374,0.100061536,-0.92479396,2,97,52,10
11,895.65283,838.4671,895.65283,838.4671,-1.3888468,0.8564664,1,97,69,10
12,220.20227,91.75477,220.20227,91.75477,-1.1200113,-1.594569,1,97,38,10
13,24.042282,451.59454,25.87053,451.21637,0.39173895,0.5838131,5,97,112,10
16,455.44617,338.0761,455.44617,338.0761,-0.9590517,-1.079423,2,97,53,10
17,197.38431,887.1941,197.38431,887.1941,-0.08674696,-0.077570826,2,97,94,10
18,489.9346,235.27159,489.9346,235.27159,1.2873406,-1.5306058,1,97,28,10
19,366.4548,726.86975,366.45477,726.86975,-1.3629091,-0.53082985,4,97,74,10
20,575.4296,461.6385,575.4296,461.6385,1.1505709,1.3390987,1,97,83,10
22,351.77536,302.15387,351.77536,302.15387,-1.9920269,0.1784056,1,97,103,10
24,720.59705,361.46576,720.59705,361.46576,-1.351501,1.3518372,2,97,68,10
27,465.34567,714.57715,465.34567,714.57715,1.5711974,-0.6105687,1,97,7,10
28,388.87933,239.78146,388.87933,239.78146,0.845396,-0.4058931,1,97,41,10
29,240.1214,204.63052,240.1214,204.63052,1.9638985,0.37828884,1,97,81,10
30,375.35635,178.94196,375.35635,178.94196,-1.1204628,0.92396927,2,97,96,10
31,248.38899,427.57407,248.38899,427.57407,1.1146047,0.6841008,1,97,82,10
32,31.665298,229.02509,31.665298,229.02509,-0.34479108,-1.4748194,2,97,49,10
33,321.28094,805.07306,321.28094,805.07306,-0.23366073,0.945706,1,97,48,10
34,675.7806,123.8709,675.7806,123.8709,-0.98399496,-0.6283212,1,97,90,10
35,533.32794,621.80505,533.32794,621.80505,0.926539,1.2979004,2,97,4,10
36,512.76294,70.05004,512.76294,70.05004,1.0152608,-1.0043194,1,97,40,10
37,767.87915,681.31305,767.87915,681.31305,1.8810198,0.2318906,2,97,72,10
38,210.4538,45.907154,210.4538,45.907154,-0.88077754,1.5164855,1,97,12,10
39,877.3196,214.93274,877.3196,214.93274,-1.2553523,0.30110502,2,97,58,10
40,456.14545,65.4327,456.14545,65.4327,1.3467537,1.2820721,1,97,36,10
41,363.13428,232.65784,363.13428,232.65784,-0.1153069,-1.6076447,2,97,28,10
45,823.2145,543.724,823.2145,543.724,0.5478118,-1.1823869,1,97,65,10
46,140.8352,521.846,140.83519,521.846,0.025057621,-1.6067371,3,97,52,10
47,502.02325,127.08729,502.02325,127.08729,-0.6871122,1.2351091,1,97,36,10
48,273.51947,791.38916,273.51947,791.38916,0.6634667,-1.2623959,3,97,33,10
49,60.032043,304.91818,60.032043,304.91818,0.3109455,1.1188003,1,97,9,10
52,128.40044,537.00385,128.40044,537.00385,0.9181821,0.6844176,1,97,46,10
53,414.01138,369.16284,414.01138,369.16284,-1.6130366,-0.48894238,2,97,16,10
54,567.0846,344.12982,567.0846,344.12982,-1.0187576,-0.71665055,2,97,133,10
55,684.2053,26.079807,684.2053,26.079807,-0.6456816,-0.7691009,2,97,116,10
56,359.4365,409.16785,359.4365,409.16785,0.36170343,1.8862703,1,97,53,10
57,879.63525,427.04315,879.63525,427.04315,-0.3264614,0.18868363,2,97,86,10
58,839.81,144.40094,839.81,144.40094,-1.5542308,1.2587165,1,97,39,10
59,791.07904,819.6839,791.07904,819.6839,1.2971035,0.8717857,1,97,69,10
60,211.17627,616.0683,211.17627,616.0683,1.7821174,-0.90777624,1,97,1,10
61,624.2694,430.16202,624.2694,430.16202,-0.9745587,1.5084482,2,97,20,10
62,794.2596,341.32608,794.2596,341.32608,-0.7554723,-1.8518265,1,97,24,10
63,124.82322,737.45776,124.82322,737.45776,-0.19638881,-1.9903345,1,97,91,10
64,35.72621,6.810661,35.72621,6.810661,0.9964172,0.03088665,2,97,80,10
65,788.0229,553.61224,788.0229,553.61224,1.4087696,0.70230657,1,97,45,10
66,842.867,25.995249,842.867,25.995249,-0.24078962,1.8860574,1,97,58,10
67,690.23,292.0983,690.23,292.0983,0.25696263,-1.312767,1,97,68,10
68,690.5609,293.54663,690.5609,293.54663,-0.49365732,1.3518336,1,97,67,10
69,810.0672,803.0894,810.0672,803.0894,-0.24197601,1.6578398,1,97,59,10
71,139.065,254.09514,139.065,254.09514,-0.88033265,1.3231738,1,97,9,10
72,829.18353,683.4483,829.18353,683.4483,1.1742753,-1.5387794,1,97,37,10
73,585.3243,748.42096,585.3243,748.42096,-0.5885807,-1.4215966,1,97,85,10
74,323.21533,648.8308,323.21533,648.8308,1.1054131,-1.243696,2,97,19,10
75,786.16296,893.3097,786.16296,893.3097,-0.9119833,0.8041755,1,97,59,10
76,390.21268,125.815765,390.21268,125.815765,-1.1789019,-0.2743671,1,97,96,10
78,591.62756,630.54596,591.62756,630.54596,-0.10087389,-1.1368409,2,97,4,10
80,147.56157,20.129627,147.56157,20.129627,1.7702545,-0.29692268,1,97,38,10
81,192.34029,261.67514,192.34029,261.67514,-0.6148217,-1.9031538,1,97,71,10
82,249.69131,391.14905,249.69131,391.14905,-0.36830738,-1.1179587,1,97,31,10
83,585.2132,496.04077,585.2132,496.04077,-1.5889909,-0.067578085,1,97,20,10
84,672.5049,773.29913,672.5049,773.29913,-0.31369668,1.3073397,1,97,88,10
85,584.27576,691.81946,584.27576,691.81946,0.3995618,1.0452235,1,97,73,10
86,894.31433,309.92645,894.31433,309.92645,-1.1622088,1.4768196,1,97,39,10
88,641.099,763.2863,641.099,763.2863,1.3156247,-0.6253999,1,97,84,10
89,311.44855,10.961062,311.44855,10.961062,-1.1506398,1.4158677,1,97,38,10
90,624.9468,145.80898,624.9468,145.80898,-0.51476204,1.4913936,2,97,34,10
91,108.78147,688.73035,108.78147,688.73035,1.9681045,-0.35575947,1,97,63,10
92,684.1878,519.90656,684.1878,519.90656,0.048799355,1.9994047,1,97,83,10
93,226.35643,469.033,226.35643,469.033,-0.22637486,1.276509,1,97,31,10
94,86.00303,893.1786,86.00303,893.1786,-1.3470147,-0.1089919,1,97,134,10
95,754.16907,254.41164,754.16907,254.41164,-1.8363897,-0.7922582,1,97,67,10
96,380.9178,158.46248,380.9178,158.46248,1.2782801,-0.079548925,1,97,30,10
99,137.78062,114.96656,137.78062,114.96656,0.17239505,1.9925562,1,97,12,10
100,659.1192,248.58388,659.1192,248.58388,1.4853594,1.3392936,1,97,67,10
103,309.74725,272.43564,309.74725,272.43564,-1.3223667,-1.3110269,1,97,22,10
104,747.4352,109.90014,752.64453,109.02573,0.6581654,-1.5221069,4,97,34,10
105,457.56424,828.112,457.56424,828.112,1.8338437,0.13688135,3,97,107,10
106,99.826904,813.7876,99.826904,813.7876,-1.8470953,0.14317879,2,97,63,10
107,418.31802,898.06604,418.31802,898.06604,-1.4709076,-0.5637526,1,97,105,10
112,69.01049,392.70416,69.01049,392.70416,0.5235158,-1.0931386,2,97,13,10
116,615.67114,13.137346,615.67114,13.137346,1.0265743,-0.29166755,2,97,55,10
125,511.3843,707.59247,511.3843,707.59247,-0.96177226,1.4860938,1,97,7,10
128,680.6122,859.7433,680.6122,859.7433,-0.86952734,0.33281887,2,97,135,10
129,320.40387,534.0545,320.40387,534.0545,-0.6785091,-1.2473506,4,97,93,10
131,448.2912,663.41864,448.2912,663.41864,1.1595926,0.68487746,1,97,27,10
133,543.2143,348.58136,546.6466,346.78992,0.98835766,-1.2072458,4,97,54,10
134,27.253563,871.18677,27.253563,871.18677,-0.63701594,0.8084111,2,97,94,10
135,705.3749,825.06445,705.3749,825.06445,-1.492644,-0.9396503,2,97,128,10
1,167.64569,678.03516,167.64569,678.03516,-1.847472,0.47735578,1,95,91,11
2,47.93232,741.154,47.93232,741.154,0.79574895,1.3471645,2,95,63,11
3,305.88004,119.48166,305.88004,119.48166,-0.34205344,-1.9705328,1,95,30,11
4,543.0627,611.0474,543.0627,611.0474,-0.5365262,0.98430187,1,95,35,11
5,488.41437,461.7821,488.41437,461.7821,1.6345651,-0.80728257,3,95,20,11
6,763.6095,438.99265,763.6095,438.99265,1.5502775,-0.7856085,2,95,62,11
7,496.42365,724.69354,496.42365,724.69354,-0.2889669,-1.5754753,1,95,125,11
8,441.25085,568.17334,441.25085,568.17334,1.1103718,1.5195343,2,95,131,11
9,108.161835,266.28455,108.161835,266.28455,-1.0073183,-1.1742945,1,95,71,11
10,9.391416,587.00244,9.391416,587.00244,0.17435771,-0.95126355,2,95,52,11
11,894.32587,839.24506,894.32587,839.24506,-1.3269427,0.77793056,1,95,69,11
12,219.12846,90.187325,219.12846,90.187325,-1.0738001,-1.5674472,1,95,38,11
13,24.554667,452.18295,26.383572,451.61597,0.5123824,0.5884263,5,95,112,11
16,454.52435,336.99023,454.52435,336.99023,-0.92177796,-1.0858862,2,95,53,11
17,197.37097,887.05414,197.37097,887.05414,-0.013317078,-0.13997945,2,95,94,11
18,491.22195,233.74098,491.22195,233.74098,1.2873406,-1.5306058,1,95,28,11
19,365.1379,726.3552,365.13794,726.3552,-1.3168855,-0.51456964,4,95,74,11
20,576.5681,462.93768,576.5681,462.93768,1.1385,1.2991827,1,95,83,11
22,349.78333,302.33228,349.78333,302.33228,-1.9920269,0.1784056,1,95,103,11
24,709.53973,340.16034,709.53973,340.16034,-1.045295,1.3343072,3,95,67,11
27,466.91742,713.97705,466.91742,713.97705,1.5717413,-0.6000727,1,95,7,11
28,389.62543,239.37897,389.62543,239.37897,0.7460834,-0.4024969,1,95,41,11
29,242.0853,205.00882,242.0853,205.00882,1.9638985,0.37828884,1,95,81,11
30,379.18494,161.76544,379.18494,161.76544,-1.1235108,0.5322345,3,95,96,11
31,249.4038,428.25195,249.4038,428.25195,1.0148013,0.67787355,1,95,82,11
32,31.4413,227.5162,31.4413,227.5162,-0.223999,-1.5088902,2,95,49,11
33,321.09344,805.9854,321.09344,805.9854,-0.18748738,0.9123543,1,95,48,11
34,674.80176,123.23512,674.80176,123.23512,-0.97882247,-0.6357791,1,95,90,11
35,534.2374,623.0974,534.2374,623.0974,0.909446,1.2923329,2,95,4,11
36,513.7782,69.04572,513.7782,69.04572,1.0152608,-1.0043194,1,95,40,11
37,769.7461,681.53894,769.7461,681.53894,1.8669617,0.22590399,2,95,72,11
38,209.7041,47.43817,209.7041,47.43817,-0.749688,1.5310174,1,95,12,11
39,876.09283,215.26678,876.09283,215.26678,-1.2267618,0.33405882,2,95,58,11
40,457.4208,66.78479,457.4208,66.78479,1.275358,1.352091,1,95,36,11
41,362.95026,231.06079,362.95026,231.06079,-0.18401991,-1.5970315,2,95,28,11
45,823.74695,542.6131,823.74695,542.6131,0.5324724,-1.110902,1,95,65,11
46,140.87189,520.2525,140.87189,520.2525,0.036696516,-1.5935357,3,95,52,11
47,501.33615,128.3224,501.33615,128.3224,-0.6871122,1.2351091,1,95,36,11
48,274.17392,790.11316,274.17392,790.11316,0.6544709,-1.2759552,3,95,33,11
49,60.419647,305.97177,60.419647,305.97177,0.38760468,1.0535855,1,95,138,11
52,129.31071,537.55054,129.31071,537.55054,0.9102845,0.54667234,1,95,46,11
53,412.42896,368.71136,412.42896,368.71136,-1.5824288,-0.45146134,2,95,16,11
54,566.1553,343.37885,566.1553,343.37885,-0.92929715,-0.7509818,2,95,139,11
55,683.6637,25.319647,683.6637,25.319647,-0.5416639,-0.76015985,2,95,116,11
56,359.7985,410.97342,359.7985,410.97342,0.36199388,1.8055649,1,95,53,11
57,879.2821,427.26193,879.2821,427.26193,-0.35314032,0.21878114,2,95,6,11
58,838.24585,145.64731,838.24585,145.64731,-1.5641495,1.2463695,1,95,39,11
59,792.3399,820.53455,792.3399,820.53455,1.2608575,0.8506342,1,95,69,11
60,212.95839,615.1605,212.95839,615.1605,1.7821174,-0.90777624,1,95,1,11
61,623.31226,431.65985,623.31226,431.65985,-0.95715094,1.4978187,2,95,20,11
